STATE,state,state_po,year,special,stage,share_dem,share_rep,pres_aprov,pres_disapp,pres_unsure,pres_party,party_pres_dem,inflation_rate,Annual Change,right_abortion,abortion_issue,poll_dem,poll_rep,poll_favor_dem,,
Hawaii,HAWAII,HI,1986,FALSE,gen,73.5673,26.4327,64,28,7,republican,0,1.898,-1.65,Yes,0,,,,,
Idaho,IDAHO,ID,1986,FALSE,gen,48.4436,51.5564,64,28,7,republican,0,1.898,-1.65,No,1,,,,,
Illinois,ILLINOIS,IL,1986,FALSE,gen,65.8712,34.1288,64,28,7,republican,0,1.898,-1.65,Yes,0,,,,,
Indiana,INDIANA,IN,1986,FALSE,gen,38.8675,61.1325,64,28,7,republican,0,1.898,-1.65,No,1,,,,,
Iowa,IOWA,IA,1986,FALSE,gen,33.7060,66.2940,64,28,7,republican,0,1.898,-1.65,No,1,,,,,
Kansas,KANSAS,KS,1986,FALSE,gen,29.9507,70.0493,64,28,7,republican,0,1.898,-1.65,Yes,0,,,,,
Kentucky,KENTUCKY,KY,1986,FALSE,gen,74.4013,25.5987,64,28,7,republican,0,1.898,-1.65,No,1,,,,,
Louisiana,LOUISIANA,LA,1986,FALSE,gen,52.8205,47.1795,64,28,7,republican,0,1.898,-1.65,No,1,,,,,
Maryland,MARYLAND,MD,1986,FALSE,gen,60.6870,39.3130,64,28,7,republican,0,1.898,-1.65,Yes,0,,,,,
Missouri,MISSOURI,MO,1986,FALSE,gen,47.3603,52.6397,64,28,7,republican,0,1.898,-1.65,No,1,,,,,
Nevada,NEVADA,NV,1986,FALSE,gen,52.8981,47.1019,64,28,7,republican,0,1.898,-1.65,Yes,0,,,,,
New Hampshire,NEW HAMPSHIRE,NH,1986,FALSE,gen,33.9554,66.0446,64,28,7,republican,0,1.898,-1.65,Yes,0,,,,,
New York,NEW YORK,NY,1986,FALSE,gen,45.9099,54.0901,64,28,7,republican,0,1.898,-1.65,Yes,0,,,,,
North Carolina,NORTH CAROLINA,NC,1986,TRUE,gen,50.8824,49.1176,64,28,7,republican,0,1.898,-1.65,No,1,,,,,
North Dakota,NORTH DAKOTA,ND,1986,FALSE,gen,50.3710,49.6290,64,28,7,republican,0,1.898,-1.65,No,1,,,,,
Ohio,OHIO,OH,1986,FALSE,gen,62.4526,37.5474,64,28,7,republican,0,1.898,-1.65,No,1,,,,,
Oklahoma,OKLAHOMA,OK,1986,FALSE,gen,44.7852,55.2148,64,28,7,republican,0,1.898,-1.65,No,1,,,,,
Oregon,OREGON,OR,1986,FALSE,gen,36.4066,63.5934,64,28,7,republican,0,1.898,-1.65,Yes,0,,,,,
Pennsylvania,PENNSYLVANIA,PA,1986,FALSE,gen,43.1691,56.8309,64,28,7,republican,0,1.898,-1.65,No,1,,,,,
South Carolina,SOUTH CAROLINA,SC,1986,FALSE,gen,63.9084,36.0916,64,28,7,republican,0,1.898,-1.65,No,1,,,,,
South Dakota,SOUTH DAKOTA,SD,1986,FALSE,gen,51.6029,48.3971,64,28,7,republican,0,1.898,-1.65,No,1,,,,,
Utah,UTAH,UT,1986,FALSE,gen,26.8576,73.1424,64,28,7,republican,0,1.898,-1.65,No,1,,,,,
Vermont,VERMONT,VT,1986,FALSE,gen,64.6740,35.3260,64,28,7,republican,0,1.898,-1.65,Yes,0,,,,,
Washington,WASHINGTON,WA,1986,FALSE,gen,50.9989,49.0011,64,28,7,republican,0,1.898,-1.65,Yes,0,,,,,
Wisconsin,WISCONSIN,WI,1986,FALSE,gen,48.2295,51.7705,64,28,7,republican,0,1.898,-1.65,No,1,,,,,
Alabama,ALABAMA,AL,1984,FALSE,gen,63.3192,36.6808,61,30,8,republican,0,4.3005,1.09,No,1,,,,,
Alaska,ALASKA,AK,1984,FALSE,gen,28.5841,71.4159,61,30,8,republican,0,4.3005,1.09,Yes,0,,,,,
Arkansas,ARKANSAS,AR,1984,FALSE,gen,57.3477,42.6523,61,30,8,republican,0,4.3005,1.09,No,1,,,,,
Colorado,COLORADO,CO,1984,FALSE,gen,35.0176,64.9824,61,30,8,republican,0,4.3005,1.09,Yes,0,,,,,
Georgia,GEORGIA,GA,1984,FALSE,gen,79.9443,20.0557,61,30,8,republican,0,4.3005,1.09,No,1,,,,,
Idaho,IDAHO,ID,1984,FALSE,gen,26.4782,73.5218,61,30,8,republican,0,4.3005,1.09,No,1,,,,,
Illinois,ILLINOIS,IL,1984,FALSE,gen,50.9471,49.0529,61,30,8,republican,0,4.3005,1.09,Yes,0,,,,,
Iowa,IOWA,IA,1984,FALSE,gen,55.9512,44.0488,61,30,8,republican,0,4.3005,1.09,No,1,,,,,
Kansas,KANSAS,KS,1984,FALSE,gen,21.8421,78.1579,61,30,8,republican,0,4.3005,1.09,Yes,0,,,,,
Kentucky,KENTUCKY,KY,1984,FALSE,gen,100.0000,,61,30,8,republican,0,4.3005,1.09,No,1,,,,,
Louisiana,LOUISIANA,LA,1984,FALSE,gen,100.0000,,61,30,8,republican,0,4.3005,1.09,No,1,,,,,
New Hampshire,NEW HAMPSHIRE,NH,1984,FALSE,gen,41.0794,58.9206,61,30,8,republican,0,4.3005,1.09,Yes,0,,,,,
North Carolina,NORTH CAROLINA,NC,1984,FALSE,gen,48.0631,51.9369,61,30,8,republican,0,4.3005,1.09,No,1,,,,,
Oklahoma,OKLAHOMA,OK,1984,FALSE,gen,76.3528,23.6472,61,30,8,republican,0,4.3005,1.09,No,1,,,,,
Oregon,OREGON,OR,1984,FALSE,gen,33.4457,66.5543,61,30,8,republican,0,4.3005,1.09,Yes,0,,,,,
South Carolina,SOUTH CAROLINA,SC,1984,FALSE,gen,32.2529,67.7471,61,30,8,republican,0,4.3005,1.09,No,1,,,,,
South Dakota,SOUTH DAKOTA,SD,1984,FALSE,gen,25.5096,74.4904,61,30,8,republican,0,4.3005,1.09,No,1,,,,,
Arizona,ARIZONA,AZ,1982,FALSE,gen,58.5418,41.4582,42,47,10,republican,0,6.1314,-4.2,No,1,,,,,
California,CALIFORNIA,CA,1982,FALSE,gen,46.4909,53.5091,42,47,10,republican,0,6.1314,-4.2,Yes,0,,,,,
Connecticut,CONNECTICUT,CT,1982,FALSE,gen,47.7591,52.2409,42,47,10,republican,0,6.1314,-4.2,Yes,0,,,,,
Florida,FLORIDA,FL,1982,FALSE,gen,61.7289,38.2711,42,47,10,republican,0,6.1314,-4.2,No,1,,,,,
Hawaii,HAWAII,HI,1982,FALSE,gen,82.4946,17.5054,42,47,10,republican,0,6.1314,-4.2,Yes,0,,,,,
Indiana,INDIANA,IN,1982,FALSE,gen,45.8515,54.1485,42,47,10,republican,0,6.1314,-4.2,No,1,,,,,
Maryland,MARYLAND,MD,1982,FALSE,gen,63.4576,36.5424,42,47,10,republican,0,6.1314,-4.2,Yes,0,,,,,
Missouri,MISSOURI,MO,1982,FALSE,gen,49.1498,50.8502,42,47,10,republican,0,6.1314,-4.2,No,1,,,,,
Nevada,NEVADA,NV,1982,FALSE,gen,48.7969,51.2031,42,47,10,republican,0,6.1314,-4.2,Yes,0,,,,,
New York,NEW YORK,NY,1982,FALSE,gen,68.5782,31.4218,42,47,10,republican,0,6.1314,-4.2,Yes,0,,,,,
North Dakota,NORTH DAKOTA,ND,1982,FALSE,gen,64.8654,35.1346,42,47,10,republican,0,6.1314,-4.2,No,1,,,,,
Ohio,OHIO,OH,1982,FALSE,gen,57.9351,42.0649,42,47,10,republican,0,6.1314,-4.2,No,1,,,,,
Pennsylvania,PENNSYLVANIA,PA,1982,FALSE,gen,39.8087,60.1913,42,47,10,republican,0,6.1314,-4.2,No,1,,,,,
Utah,UTAH,UT,1982,FALSE,gen,41.5046,58.4954,42,47,10,republican,0,6.1314,-4.2,No,1,,,,,
Vermont,VERMONT,VT,1982,FALSE,gen,48.4404,51.5596,42,47,10,republican,0,6.1314,-4.2,Yes,0,,,,,
Washington,WASHINGTON,WA,1982,FALSE,gen,73.9583,26.0417,42,47,10,republican,0,6.1314,-4.2,Yes,0,,,,,
Wisconsin,WISCONSIN,WI,1982,FALSE,gen,65.0912,34.9088,42,47,10,republican,0,6.1314,-4.2,No,1,,,,,
Alabama,ALABAMA,AL,1980,FALSE,gen,48.4060,51.5940,31,56,12,democrat,1,13.5492,2.29,No,1,,,,,
Alaska,ALASKA,AK,1980,FALSE,gen,46.1093,53.8907,31,56,12,democrat,1,13.5492,2.29,Yes,0,,,,,
Arizona,ARIZONA,AZ,1980,FALSE,gen,49.4506,50.5494,31,56,12,democrat,1,13.5492,2.29,No,1,,,,,
Arkansas,ARKANSAS,AR,1980,FALSE,gen,59.1115,40.8885,31,56,12,democrat,1,13.5492,2.29,No,1,,,,,
California,CALIFORNIA,CA,1980,FALSE,gen,60.3417,39.6583,31,56,12,democrat,1,13.5492,2.29,Yes,0,,,,,
Colorado,COLORADO,CO,1980,FALSE,gen,50.8266,49.1734,31,56,12,democrat,1,13.5492,2.29,Yes,0,,,,,
Connecticut,CONNECTICUT,CT,1980,FALSE,gen,56.7647,43.2353,31,56,12,democrat,1,13.5492,2.29,Yes,0,,,,,
Florida,FLORIDA,FL,1980,FALSE,gen,48.3411,51.6589,31,56,12,democrat,1,13.5492,2.29,No,1,,,,,
Georgia,GEORGIA,GA,1980,FALSE,gen,49.1283,50.8717,31,56,12,democrat,1,13.5492,2.29,No,1,,,,,
Hawaii,HAWAII,HI,1980,FALSE,gen,80.8800,19.1200,31,56,12,democrat,1,13.5492,2.29,Yes,0,,,,,
Idaho,IDAHO,ID,1980,FALSE,gen,49.5080,50.4920,31,56,12,democrat,1,13.5492,2.29,No,1,,,,,
Illinois,ILLINOIS,IL,1980,FALSE,gen,56.8602,43.1398,31,56,12,democrat,1,13.5492,2.29,Yes,0,,,,,
Indiana,INDIANA,IN,1980,FALSE,gen,46.2142,53.7858,31,56,12,democrat,1,13.5492,2.29,No,1,,,,,
Iowa,IOWA,IA,1980,FALSE,gen,45.9880,54.0120,31,56,12,democrat,1,13.5492,2.29,No,1,,,,,
Kansas,KANSAS,KS,1980,FALSE,gen,36.2393,63.7607,31,56,12,democrat,1,13.5492,2.29,Yes,0,,,,,
Kentucky,KENTUCKY,KY,1980,FALSE,gen,65.1258,34.8742,31,56,12,democrat,1,13.5492,2.29,No,1,,,,,
Louisiana,LOUISIANA,LA,1980,FALSE,gen,97.1309,2.8691,31,56,12,democrat,1,13.5492,2.29,No,1,,,,,
Maryland,MARYLAND,MD,1980,FALSE,gen,33.8327,66.1673,31,56,12,democrat,1,13.5492,2.29,Yes,0,,,,,
Missouri,MISSOURI,MO,1980,FALSE,gen,52.1711,47.8289,31,56,12,democrat,1,13.5492,2.29,No,1,,,,,
Nevada,NEVADA,NV,1980,FALSE,gen,38.9794,61.0206,31,56,12,democrat,1,13.5492,2.29,Yes,0,,,,,
New Hampshire,NEW HAMPSHIRE,NH,1980,FALSE,gen,47.8529,52.1471,31,56,12,democrat,1,13.5492,2.29,Yes,0,,,,,
New York,NEW YORK,NY,1980,FALSE,gen,53.5432,46.4568,31,56,12,democrat,1,13.5492,2.29,Yes,0,,,,,
North Carolina,NORTH CAROLINA,NC,1980,FALSE,gen,49.7085,50.2915,31,56,12,democrat,1,13.5492,2.29,No,1,,,,,
Ohio,OHIO,OH,1980,FALSE,gen,70.8916,29.1084,31,56,12,democrat,1,13.5492,2.29,No,1,,,,,
Oklahoma,OKLAHOMA,OK,1980,FALSE,gen,44.8867,55.1133,31,56,12,democrat,1,13.5492,2.29,No,1,,,,,
Oregon,OREGON,OR,1980,FALSE,gen,45.7890,54.2110,31,56,12,democrat,1,13.5492,2.29,Yes,0,,,,,
Pennsylvania,PENNSYLVANIA,PA,1980,FALSE,gen,48.7593,51.2407,31,56,12,democrat,1,13.5492,2.29,No,1,,,,,
South Carolina,SOUTH CAROLINA,SC,1980,FALSE,gen,70.3681,29.6319,31,56,12,democrat,1,13.5492,2.29,No,1,,,,,
South Dakota,SOUTH DAKOTA,SD,1980,FALSE,gen,40.3671,59.6329,31,56,12,democrat,1,13.5492,2.29,No,1,,,,,
Utah,UTAH,UT,1980,FALSE,gen,25.7081,74.2919,31,56,12,democrat,1,13.5492,2.29,No,1,,,,,
Vermont,VERMONT,VT,1980,FALSE,gen,50.6700,49.3300,31,56,12,democrat,1,13.5492,2.29,Yes,0,,,,,
Washington,WASHINGTON,WA,1980,FALSE,gen,45.8266,54.1734,31,56,12,democrat,1,13.5492,2.29,Yes,0,,,,,
Wisconsin,WISCONSIN,WI,1980,FALSE,gen,49.0601,50.9399,31,56,12,democrat,1,13.5492,2.29,No,1,,,,,
Alabama,ALABAMA,AL,1978,FALSE,gen,100,0.0000,50,33,16,democrat,1,7.631,1.13,No,1,,,,,
Alabama,ALABAMA,AL,1978,TRUE,gen,55.9665,44.0335,50,33,16,democrat,1,7.631,1.13,No,1,,,,,
Alaska,ALASKA,AK,1978,FALSE,gen,24.1703,75.8297,50,33,16,democrat,1,7.631,1.13,Yes,0,,,,,
Arkansas,ARKANSAS,AR,1978,FALSE,gen,82.4290,17.5710,50,33,16,democrat,1,7.631,1.13,No,1,,,,,
Colorado,COLORADO,CO,1978,FALSE,gen,40.7113,59.2887,50,33,16,democrat,1,7.631,1.13,Yes,0,,,,,
Georgia,GEORGIA,GA,1978,FALSE,gen,83.1339,16.8661,50,33,16,democrat,1,7.631,1.13,No,1,,,,,
Idaho,IDAHO,ID,1978,FALSE,gen,31.5564,68.4436,50,33,16,democrat,1,7.631,1.13,No,1,,,,,
Illinois,ILLINOIS,IL,1978,FALSE,gen,46.0195,53.9805,50,33,16,democrat,1,7.631,1.13,Yes,0,,,,,
Iowa,IOWA,IA,1978,FALSE,gen,48.3756,51.6244,50,33,16,democrat,1,7.631,1.13,No,1,,,,,
Kansas,KANSAS,KS,1978,FALSE,gen,44.0529,55.9471,50,33,16,democrat,1,7.631,1.13,Yes,0,,,,,
Kentucky,KENTUCKY,KY,1978,FALSE,gen,62.3221,37.6779,50,33,16,democrat,1,7.631,1.13,No,1,,,,,
Louisiana,LOUISIANA,LA,1978,FALSE,gen,100.0000,,50,33,16,democrat,1,7.631,1.13,No,1,,,,,
New Hampshire,NEW HAMPSHIRE,NH,1978,FALSE,gen,48.8918,51.1082,50,33,16,democrat,1,7.631,1.13,Yes,0,,,,,
North Carolina,NORTH CAROLINA,NC,1978,FALSE,gen,45.4883,54.5117,50,33,16,democrat,1,7.631,1.13,No,1,,,,,
Oklahoma,OKLAHOMA,OK,1978,FALSE,gen,66.5875,33.4125,50,33,16,democrat,1,7.631,1.13,No,1,,,,,
Oregon,OREGON,OR,1978,FALSE,gen,38.3072,61.6928,50,33,16,democrat,1,7.631,1.13,Yes,0,,,,,
South Carolina,SOUTH CAROLINA,SC,1978,FALSE,gen,44.3225,55.6775,50,33,16,democrat,1,7.631,1.13,No,1,,,,,
South Dakota,SOUTH DAKOTA,SD,1978,FALSE,gen,33.1641,66.8359,50,33,16,democrat,1,7.631,1.13,No,1,,,,,
Arizona,ARIZONA,AZ,1976,FALSE,gen,55.4810,44.5190,45,39,14,republican,0,5.7448,-3.4,No,1,,,,,
California,CALIFORNIA,CA,1976,FALSE,gen,48.3031,51.6969,45,39,14,republican,0,5.7448,-3.4,Yes,0,,,,,
Connecticut,CONNECTICUT,CT,1976,FALSE,gen,41.6587,58.3413,45,39,14,republican,0,5.7448,-3.4,Yes,0,,,,,
Florida,FLORIDA,FL,1976,FALSE,gen,62.9774,37.0226,45,39,14,republican,0,5.7448,-3.4,No,1,,,,,
Hawaii,HAWAII,HI,1976,FALSE,gen,56.9433,43.0567,45,39,14,republican,0,5.7448,-3.4,Yes,0,,,,,
Indiana,INDIANA,IN,1976,FALSE,gen,40.5027,59.4973,45,39,14,republican,0,5.7448,-3.4,No,1,,,,,
Maryland,MARYLAND,MD,1976,FALSE,gen,59.2766,40.7234,45,39,14,republican,0,5.7448,-3.4,Yes,0,,,,,
Missouri,MISSOURI,MO,1976,FALSE,gen,42.7377,57.2623,45,39,14,republican,0,5.7448,-3.4,No,1,,,,,
Nevada,NEVADA,NV,1976,FALSE,gen,66.7142,33.2858,45,39,14,republican,0,5.7448,-3.4,Yes,0,,,,,
New York,NEW YORK,NY,1976,FALSE,gen,56.1885,43.8115,45,39,14,republican,0,5.7448,-3.4,Yes,0,,,,,
North Dakota,NORTH DAKOTA,ND,1976,FALSE,gen,62.9470,37.0530,45,39,14,republican,0,5.7448,-3.4,No,1,,,,,
Ohio,OHIO,OH,1976,FALSE,gen,51.5583,48.4417,45,39,14,republican,0,5.7448,-3.4,No,1,,,,,
Pennsylvania,PENNSYLVANIA,PA,1976,FALSE,gen,47.1732,52.8268,45,39,14,republican,0,5.7448,-3.4,No,1,,,,,
Utah,UTAH,UT,1976,FALSE,gen,43.5553,56.4447,45,39,14,republican,0,5.7448,-3.4,No,1,,,,,
Vermont,VERMONT,VT,1976,FALSE,gen,47.5580,52.4420,45,39,14,republican,0,5.7448,-3.4,Yes,0,,,,,
Washington,WASHINGTON,WA,1976,FALSE,gen,74.7659,25.2341,45,39,14,republican,0,5.7448,-3.4,Yes,0,,,,,
Wisconsin,WISCONSIN,WI,1976,FALSE,gen,72.8016,27.1984,45,39,14,republican,0,5.7448,-3.4,No,1,,,,,
